Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,Final_Search_4
58.7,144.87,86.17,1993/11/1,This is the market report for November 1993. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread shows a stable condition during this period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely seeing significantly higher retail prices compared to wholesale costs.
56.89,149.09,92.2,1993/12/1,This is the market report for December 1993. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
58.35,146.17,87.82,1994/1/1,This is the market report for January 1994. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread shows a stable condition during this period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely experiencing high retail prices compared to wholesale costs.
59.18,146.55,87.37,1994/2/1,"This is the market report for February 1994. Wholesale broiler prices are very low. Wholesale prices show a stable trend over the month. The retail-wholesale spread is very wide. The spread between retail and wholesale prices has been stable. These trends suggest strong retailer profitability, potentially at the expense of producer margins. Consumers are facing significantly higher retail prices relative to wholesale costs."
63.42,146.09,82.67,1994/3/1,"This is the market report for March 1994. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to be maintaining a consistent level. These trends suggest strong industry-wide profitability, especially benefiting retailers. Consumers are likely experiencing high retail prices for chicken products."
63.38,145.76,82.38,1994/4/1,This is the market report for April 1994. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to have remained stable over the period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely facing significantly higher prices at retail despite low wholesale prices.
65.81,146.47,80.66,1994/5/1,This is the market report for May 1994. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
62.99,148.66,85.67,1994/6/1,This is the market report for June 1994. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend. The retail-wholesale spread is very wide. The spread has been gradually widening over the period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
63.9,147.68,83.78,1994/7/1,"This is the market report for July 1994. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, while producers are likely under pressure. Consumers are facing significantly higher retail prices compared to wholesale prices."
60.05,144.56,84.51,1994/8/1,This is the market report for August 1994. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
61.65,146.53,84.88,1994/9/1,This is the market report for September 1994. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to be maintaining a consistent level. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
57.82,142.5,84.68,1994/10/1,This is the market report for October 1994. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
54.82,140.56,85.74,1994/11/1,This is the market report for November 1994. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
55.69,138.69,83.0,1994/12/1,This is the market report for December 1994. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
57.26,139.27,82.01,1995/1/1,This is the market report for January 1995. Wholesale broiler prices are very high. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread shows a stable condition during this period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher prices for poultry products.
58.88,141.58,82.7,1995/2/1,"This is the market report for February 1995. Wholesale broiler prices are very low. Wholesale prices show a stable trend over the month. The retail-wholesale spread is very wide. The spread between retail and wholesale prices has been stable. These trends suggest strong retailer profitability, potentially at the expense of producer margins. Consumers are facing significantly higher retail prices relative to wholesale costs."
58.73,145.45,86.72,1995/3/1,This is the market report for March 1995. Wholesale broiler prices are very low. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is very wide. The spread has been gradually widening over the period. These trends suggest strong industry-wide profitability. Consumers are likely experiencing gradual increases in chicken prices at grocery stores.
58.52,144.1,85.58,1995/4/1,This is the market report for April 1995. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread shows a stable condition during this period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely experiencing high retail prices compared to wholesale costs.
60.77,143.72,82.95,1995/5/1,This is the market report for May 1995. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
61.86,142.6,80.74,1995/6/1,"This is the market report for June 1995. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers more significantly. Consumers are likely facing significantly higher retail prices for chicken products."
65.56,141.35,75.79,1995/7/1,This is the market report for July 1995. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
68.6,142.24,73.64,1995/8/1,"This is the market report for August 1995. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread despite low wholesale prices. Consumers are likely facing significantly higher prices at retail despite inexpensive wholesale costs."
67.26,147.52,80.26,1995/9/1,"This is the market report for September 1995. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread despite low wholesale prices. Consumers are likely facing significantly higher prices at retail despite inexpensive wholesale costs."
64.05,145.79,81.74,1995/10/1,This is the market report for October 1995. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
64.65,150.16,85.51,1995/11/1,This is the market report for November 1995. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
62.07,145.32,83.25,1995/12/1,This is the market report for December 1995. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to have remained stable over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products compared to wholesale prices.
63.45,146.72,83.27,1996/1/1,"This is the market report for January 1996. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices for chicken products."
61.47,149.65,88.18,1996/2/1,"This is the market report for February 1996. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread despite low wholesale prices. Consumers are likely facing significantly higher prices at retail despite inexpensive wholesale costs."
59.24,144.5,85.26,1996/3/1,This is the market report for March 1996. Wholesale broiler prices are very low. Wholesale prices likely remained stable during the period. The retail-wholesale spread is very wide. The spread was stable during this time. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely experiencing high retail prices compared to wholesale costs.
60.62,146.78,86.16,1996/4/1,This is the market report for April 1996. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
71.4,149.48,78.08,1996/5/1,"This is the market report for May 1996. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, while producers are likely under pressure. Consumers are facing significantly higher retail prices compared to wholesale prices."
71.2,150.92,79.72,1996/6/1,"This is the market report for June 1996. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers more markedly. Consumers are likely facing significantly higher retail prices for chicken products."
70.02,150.19,80.17,1996/7/1,This is the market report for Q3 1996. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend. The retail-wholesale spread is very wide. The spread has been gradually widening over the period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
70.76,152.16,81.4,1996/8/1,This is the market report for August 1996. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
69.59,157.79,88.2,1996/9/1,"This is the market report for September 1996. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, while producers are likely under pressure. Consumers are facing significantly higher retail prices compared to wholesale prices."
65.7,152.65,86.95,1996/10/1,"This is the market report for October 1996. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices for chicken products."
66.95,151.28,84.33,1996/11/1,This is the market report for November 1996. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
62.07,153.96,91.89,1996/12/1,This is the market report for December 1996. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
63.57,152.13,88.56,1997/1/1,"This is the market report for January 1997. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to be maintaining a consistent width. These trends suggest strong industry-wide profitability, especially benefiting retailers. Consumers are likely experiencing significantly higher retail prices for chicken products."
63.99,152.5,88.51,1997/2/1,"This is the market report for February 1997. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices for chicken products."
62.35,149.02,86.67,1997/3/1,"This is the market report for March 1997. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers significantly. Consumers are likely facing significantly higher retail prices for chicken products."
61.5,148.52,87.02,1997/4/1,This is the market report for April 1997. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to have remained stable over the period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely facing significantly higher retail prices compared to wholesale prices.
60.54,151.56,91.02,1997/5/1,This is the market report for May 1997. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
63.38,151.54,88.16,1997/6/1,"This is the market report for June 1997. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread despite low wholesale prices. Consumers are likely facing significantly higher prices at retail despite inexpensive wholesale costs."
68.9,153.08,84.18,1997/7/1,"This is the market report for July 1997. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable over the period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices for chicken products."
64.63,149.2,84.57,1997/8/1,This is the market report for August 1997. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
59.28,152.32,93.04,1997/9/1,"This is the market report for September 1997. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread shows a stable condition during this period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices compared to the wholesale prices."
56.44,148.43,91.99,1997/10/1,This is the market report for October 1997. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
56.1,151.37,95.27,1997/11/1,This is the market report for November 1997. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
52.71,147.91,95.2,1997/12/1,This is the market report for December 1997. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is extremely wide. The spread appears to be maintaining a consistent level. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
55.76,153.02,97.26,1998/1/1,This is the market report for January 1998. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
60.32,150.23,89.91,1998/2/1,This is the market report for February 1998. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to be maintaining a consistent level. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
61.34,149.93,88.59,1998/3/1,This is the market report for March 1998. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
58.36,151.33,92.97,1998/4/1,"This is the market report for April 1998. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread has been stable over the period. These trends suggest strong retailer profitability, while producers are likely facing financial pressure. Consumers are likely facing high retail prices for chicken products despite low wholesale prices."
62.14,151.19,89.05,1998/5/1,"This is the market report for May 1998. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers more significantly. Consumers are likely facing significantly higher retail prices for chicken products."
65.16,154.7,89.54,1998/6/1,This is the market report for June 1998. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
73.56,152.35,78.79,1998/7/1,"This is the market report for July 1998. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread despite low wholesale prices. Consumers are likely facing significantly higher prices at retail despite inexpensive wholesale costs."
74.47,156.08,81.61,1998/8/1,This is the market report for August 1998. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong retailer profitability at the expense of producer margins. Consumers are facing significantly higher retail prices for chicken products compared to wholesale prices.
71.55,154.43,82.88,1998/9/1,This is the market report for September 1998. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
63.69,158.44,94.75,1998/10/1,"This is the market report for October 1998. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers significantly. Consumers are likely facing high retail prices for chicken products."
59.46,157.47,98.01,1998/11/1,"This is the market report for November 1998. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread has been stable over the period. These trends suggest strong retailer profitability, given the high spread with low wholesale prices. Consumers are likely facing significantly higher retail prices compared to wholesale prices."
56.16,155.64,99.48,1998/12/1,This is the market report for December 1998. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread between retail and wholesale prices has been widening. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
56.08,154.85,98.77,1999/1/1,This is the market report for January 1999. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
55.58,153.68,98.1,1999/2/1,This is the market report for February 1999. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
52.39,155.45,103.06,1999/3/1,This is the market report for March 1999. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
52.45,155.09,102.64,1999/4/1,"This is the market report for April 1999. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread, and pressure on producers due to very low wholesale prices. Consumers are facing significantly higher retail chicken prices compared to the wholesale market."
55.63,151.18,95.55,1999/5/1,This is the market report for May 1999. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
56.36,155.08,98.72,1999/6/1,This is the market report for June 1999. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
54.09,156.18,102.09,1999/7/1,"This is the market report for July 1999. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is extremely wide. The spread appears to be maintaining a consistent level. These trends suggest strong industry-wide profitability, especially benefiting retailers. Consumers are likely facing significantly higher retail prices for chicken products."
54.23,154.62,100.39,1999/8/1,This is the market report for August 1999. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
56.68333758,155.8780764,99.19473882,1999/9/1,"This is the market report for September 1999. Wholesale broiler prices are at very high levels. Wholesale prices show significant fluctuation within the month. The retail-wholesale spread is very wide. The spread has been fluctuating noticeably. These trends suggest strong profitability for retailers, with significant pass-through costs to consumers. Consumers are likely facing substantial retail prices for chicken products."
49.7,155.23,105.53,1999/10/1,"This is the market report for October 1999. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices for chicken products."
53.1,156.1,103.0,1999/11/1,This is the market report for November 1999. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
52.64,149.5,96.86,1999/12/1,"This is the market report for December 1999. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, while producers are likely under pressure. Consumers are facing significantly higher retail prices compared to wholesale prices."
51.27,154.29,103.02,2000/1/1,This is the market report for January 2000. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
49.49,150.67,101.18,2000/2/1,"This is the market report for February 2000. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread appears to be maintaining a consistent width. These trends suggest strong industry-wide profitability, especially benefiting retailers. Consumers are likely facing significantly higher retail prices for chicken products."
51.26,155.21,103.95,2000/3/1,This is the market report for March 2000. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
52.12395358,156.2,104.0760464,2000/4/1,This is the market report for April 2000. Wholesale broiler prices are very high. Wholesale prices are showing a steady increase. The retail-wholesale spread is very wide. The spread has been gradually widening. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
48.63178788,156.68,108.0482121,2000/5/1,This is the market report for May 2000. Wholesale broiler prices are very low. Wholesale prices are showing a steady increase. The retail-wholesale spread is very wide. The spread has been gradually widening over the period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
52.1784828,155.1,102.9215172,2000/6/1,This is the market report for June 2000. Wholesale broiler prices are very high. Wholesale prices are showing a steady increase. The retail-wholesale spread is very wide. The spread has been gradually widening. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
50.42756682,155.82,105.3924332,2000/7/1,"This is the market report for July 2000.  Wholesale broiler prices are very high.  Wholesale prices are showing a steady increase throughout the period.  The retail-wholesale spread is very wide.  The spread has been rapidly widening over the period.  These trends suggest strong industry-wide profitability, especially benefiting retailers.  Consumers are likely facing significantly higher retail prices for chicken products."
51.62057568,158.25,106.6294243,2000/8/1,This is the market report for August 2000.  Wholesale broiler prices are very high.  Wholesale prices are showing a steady increase throughout the period.  The retail-wholesale spread is very wide.  The spread has been rapidly widening over the period.  These trends suggest strong industry-wide profitability.  Consumers are likely facing significantly higher retail prices for chicken products.
57.32,156.82,99.5,2000/9/1,This is the market report for September 2000. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
60.81,156.25,95.44,2000/10/1,This is the market report for October 2000. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread between retail and wholesale prices has been widening. These trends suggest strong industry-wide profitability. Consumers are likely experiencing significantly higher retail prices for chicken products.
60.27,151.45,91.18,2000/11/1,This is the market report for November 2000. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread between retail and wholesale prices has been widening. These trends suggest strong industry-wide profitability. Consumers are likely experiencing significantly higher retail prices for chicken products.
57.09,157.15,100.06,2000/12/1,This is the market report for December 2000. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
51.56,157.25,105.69,2001/1/1,This is the market report for Q1 2001. Wholesale broiler prices are very high. Wholesale prices remain stable. The retail-wholesale spread is very wide. The spread has been consistent over the period. These trends indicate strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
58.99,154.95,95.96,2001/2/1,This is the market report for February 2001. Wholesale broiler prices are very low. Wholesale prices likely remained stable during the period. The retail-wholesale spread is very wide. The spread was stable throughout the month. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely experiencing high retail prices compared to wholesale costs.
59.68,155.96,96.28,2001/3/1,This is the market report for March 2001. Wholesale broiler prices are very low. Wholesale prices show a stable trend. The retail-wholesale spread is very wide. The spread shows a stable condition during this period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely seeing significantly higher retail prices compared to wholesale prices.
60.87,156.55,95.68,2001/4/1,This is the market report for April 2001. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
65.29,155.02,89.73,2001/5/1,This is the market report for May 2001. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
65.5,154.81,89.31,2001/6/1,This is the market report for June 2001. Wholesale broiler prices are at very high levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
65.1,158.5,93.4,2001/7/1,This is the market report for July 2001. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread has been rapidly widening. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
66.54,161.4553566,94.9153566,2001/8/1,This is the market report for August 2001. Wholesale broiler prices are very high. Wholesale prices are showing a steady increase. The retail-wholesale spread is very wide. The spread has been gradually widening. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
68.27164216,157.4859172,89.21427504,2001/9/1,This is the market report for September 2001. Wholesale broiler prices are at very low levels. Wholesale prices show significant fluctuation. The retail-wholesale spread is very wide. The spread has been rapidly widening over the period. These trends suggest strong retailer profitability and pressure on producers. Consumers are likely facing unusually high retail prices for chicken products despite lower wholesale prices.
65.07,161.69,96.62,2001/10/1,This is the market report for October 2001. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
60.49,159.03,98.54,2001/11/1,This is the market report for November 2001. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread between retail and wholesale prices has been widening. These trends suggest strong industry-wide profitability. Consumers are likely experiencing significantly higher retail prices for chicken products.
57.07,159.85,102.78,2001/12/1,This is the market report for December 2001. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
58.87,159.15,100.28,2002/1/1,"This is the market report for January 2002. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers significantly. Consumers are likely facing high retail prices for chicken products."
57.65,161.95,104.3,2002/2/1,This is the market report for February 2002. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend over the period. The retail-wholesale spread is extremely wide. The spread between retail and wholesale prices has been widening. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
